City,State,County,Lat,Lng,Population,Area,Job,Children,Age,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year
Buffalo Valley,TN,Putnam,36.17047,-85.79151,794,Rural,Early years teacher,1,54,60703.43,Widowed,Female,No,10.7128,8,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Credit Card (automatic),51.47333,164.9853,5072.473187
Simon,WV,Wyoming,37.62739,-81.76624,300,Rural,"Engineer, aeronautical",4,49,10937.24,Widowed,Male,No,14.00904,12,5,1,No,Two Year,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,No,Credit Card (automatic),60.15609,149.9598,5368.229398
Mc Farland,CA,Kern,35.66576,-119.1975,16088,Urban,"Doctor, general practice",1,38,11991.16,Never Married,Female,No,16.12716,15,0,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Mailed Check,60.49719,222.6362,5559.5235
Lexington,MO,Lafayette,39.15592,-93.83556,5547,Urban,"Engineer, maintenance (IT)",3,26,14808.26,Separated,Female,No,6.249562,15,1,0,Yes,Two Year,No,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Electronic Check,53.62757,267.6647,5254.650966
Sharpsburg,NC,Edgecombe,35.86681,-77.83493,2050,Suburban,Youth worker,0,20,36004.39,Widowed,Male,No,3.644552,13,1,0,No,Month-to-month,Yes,No,None,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Bank Transfer(automatic),66.57411,119.9897,5871.273948
Maryneal,TX,Nolan,32.2257,-100.4763,157,Suburban,"Engineer, aeronautical",1,20,6733.76,Divorced,Female,No,11.86573,11,2,1,No,Month-to-month,Yes,Yes,None,Yes,Yes,No,No,No,No,No,No,Yes,Credit Card (automatic),65.9999,112.4844,5604.566058
Sparta,TN,White,35.94324,-85.43928,24089,Urban,"Biochemist, clinical",4,39,11391.52,Separated,Male,No,8.7275,10,1,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Electronic Check,62.08636,210.1051,6253.824131
Rosholt,WI,Portage,44.65014,-89.35583,2674,Urban,Community development worker,4,47,16834.95,Married,Male,No,7.739197,12,2,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,No,Bank Transfer(automatic),66.49538,179.9794,5910.417848
Shiloh,GA,Harris,32.79418,-84.70352,2238,Rural,Holiday representative,4,37,32947.81,Divorced,Female,No,9.467795,17,0,0,No,Two Year,Yes,No,None,Yes,Yes,No,Yes,No,No,Yes,No,No,Credit Card (automatic),45.69588,159.9642,4267.319291
Courtland,CA,Sacramento,38.31431,-121.5464,999,Urban,Glass blower/designer,2,89,46337.92,Divorced,Female,No,8.97713,14,1,0,No,One year,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Mailed Check,65.84526,167.4847,6192.473684
Ventura,IA,Cerro Gordo,43.11573,-93.47867,841,Urban,Outdoor activities/education manager,3,50,66604.21,Separated,Male,No,13.27635,12,0,0,No,Month-to-month,Yes,No,None,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Mailed Check,68.90677,184.9963,6232.28589
Burlington,PA,Bradford,41.78172,-76.60554,210,Rural,Mechanical engineer,3,42,15872.42,Separated,Female,No,9.143699,13,2,0,No,One year,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Electronic Check,66.78392,194.9581,6023.253234
Lone Wolf,OK,Kiowa,34.98007,-99.25964,827,Suburban,Recruitment consultant,2,55,50217.94,Separated,Male,No,10.5792,12,1,0,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,No,Yes,No,No,Yes,Bank Transfer(automatic),67.50379,157.4698,5730.433744
Parkesburg,PA,Chester,39.9641,-75.92512,7290,Urban,Research scientist (medical),1,25,15611.4,Never Married,Male,No,8.117138,18,2,0,No,Two Year,No,Yes,None,Yes,No,No,Yes,No,No,Yes,No,No,Electronic Check,60.58684,127.4586,5409.545415
Tuscola,TX,Taylor,32.24438,-99.86598,3809,Urban,Merchant navy officer,0,75,75249.62,Married,Female,No,12.65954,13,2,1,No,One year,No,No,DSL,Yes,No,Yes,No,Yes,No,No,No,Yes,Electronic Check,44.79567,107.4958,4157.920412
Miami,FL,Miami-Dade,25.76324,-80.18462,16715,Urban,Building surveyor,3,80,20901.9,Separated,Female,No,5.189933,19,0,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No,Yes,Electronic Check,66.1916,149.9483,5613.310447
Fairview,SD,Lincoln,43.18667,-96.49742,112,Urban,Cabin crew,6,79,24023.55,Widowed,Female,No,8.588839,12,2,1,Yes,Month-to-month,Yes,No,DSL,Yes,No,No,No,Yes,No,No,Yes,No,Mailed Check,62.4919,139.965,5863.981501
Wirt,MN,Itasca,47.76739,-93.91307,137,Suburban,Academic librarian,3,36,59084.69,Separated,Female,No,8.635838,12,0,0,No,Month-to-month,Yes,No,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Yes,Bank Transfer(automatic),57.7475,179.9476,5097.174241
Hoskins,NE,Wayne,42.15193,-97.30034,1118,Urban,Sports coach,2,61,41983.7,Separated,Female,No,10.085,14,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Bank Transfer(automatic),64.51973,275.1336,6016.058199
Coalgood,KY,Harlan,36.82016,-83.24454,63,Suburban,"Doctor, general practice",0,26,22514.47,Widowed,Male,Yes,8.590631,15,2,0,No,Month-to-month,Yes,No,None,Yes,No,No,Yes,No,No,Yes,Yes,No,Electronic Check,40.82315,197.6288,4017.55183
Pleasant Ridge,MI,Oakland,42.47133,-83.14423,2389,Urban,Careers information officer,0,63,20189.82,Widowed,Male,Yes,8.383716,6,1,0,No,Month-to-month,Yes,No,None,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Electronic Check,52.15024,200.1465,4899.562179
Willow Wood,OH,Lawrence,38.60595,-82.45039,1595,Rural,Geochemist,0,39,94246.4,Never Married,Female,No,14.46154,15,2,1,No,Two Year,No,No,DSL,Yes,No,Yes,No,No,No,Yes,Yes,No,Mailed Check,60.49154,190.127,5934.168034
Duke,OK,Jackson,34.6426,-99.5895,469,Urban,Higher education lecturer,0,22,16648.35,Married,Male,No,11.51699,13,1,0,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Bank Transfer(automatic),67.98943,240.1149,6234.573082
Peck,MI,Sanilac,43.27697,-82.81668,1463,Suburban,Chief Technology Officer,0,60,24024.91,Widowed,Female,No,11.84544,12,0,1,No,One year,Yes,No,DSL,Yes,No,No,Yes,No,No,No,No,No,Electronic Check,53.32394,114.9509,4839.528738
Sanbornton,NH,Belknap,43.52789,-71.60144,2976,Rural,"Buyer, industrial",1,40,23375.97,Divorced,Male,No,12.34344,14,1,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,Yes,Yes,No,Yes,Bank Transfer(automatic),71.09348,129.9483,6545.083981
Verdigre,NE,Knox,42.62072,-98.15212,1011,Urban,Educational psychologist,5,76,42411.01,Divorced,Female,Yes,7.06386,12,1,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Bank Transfer(automatic),50.69374,232.624,5165.041808
Surprise,NY,Greene,42.38011,-73.96705,517,Urban,Clinical psychologist,0,58,15635.34,Separated,Male,No,14.6305,13,2,0,No,Two Year,Yes,Yes,DSL,Yes,No,No,No,No,No,Yes,Yes,No,Electronic Check,63.36271,187.6094,6078.982231
Fayetteville,GA,Fayette,33.4917,-84.48745,29617,Rural,Dealer,4,40,8434.43,Married,Female,No,10.36513,12,3,0,No,Month-to-month,Yes,Yes,None,Yes,No,Yes,No,No,No,Yes,No,No,Bank Transfer(automatic),66.64396,107.4806,5883.186087
Lamoni,IA,Decatur,40.64214,-93.98208,2831,Suburban,Insurance broker,3,52,13933.32,Separated,Female,No,10.77203,11,2,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Electronic Check,60.57969,159.983,5228.606985
Cayce,SC,Lexington,33.9566,-81.0578,12541,Urban,Water engineer,3,23,26214.55,Divorced,Female,No,11.16447,13,1,0,No,One year,Yes,No,None,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Mailed Check,55.97831,182.4762,5093.145531
Imlay,NV,Pershing,40.54842,-118.0344,369,Rural,Soil scientist,1,57,48074.79,Never Married,Male,No,7.521116,13,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,No,Bank Transfer(automatic),70.68617,147.4783,6024.728963
Cincinnati,IA,Appanoose,40.61376,-92.94649,901,Rural,Public relations officer,5,51,13269.12,Widowed,Female,No,13.57171,16,1,2,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,No,No,No,Yes,Yes,Mailed Check,58.73351,149.9378,5625.88893
Rice,VA,Prince Edward,37.29263,-78.27278,2432,Urban,Dance movement psychotherapist,6,75,41305.22,Separated,Female,No,11.06785,17,2,0,No,One year,No,No,None,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Mailed Check,48.77002,169.9671,4420.056022
Lorain,OH,Lorain,41.45531,-82.16251,28576,Urban,Energy engineer,7,46,22585.74,Widowed,Female,No,10.7048,11,2,2,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Yes,No,Bank Transfer(automatic),68.34459,210.127,6356.677859
Henderson,CO,Adams,39.88543,-104.8822,12864,Suburban,"Geneticist, molecular",2,73,36841.04,Married,Male,Yes,12.74847,11,3,0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Credit Card (automatic),61.27787,232.6228,5676.244141
Elka Park,NY,Greene,42.14079,-74.13729,392,Rural,Ship broker,2,69,28900.26,Divorced,Female,No,10.17943,6,1,1,No,One year,Yes,No,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Credit Card (automatic),63.08151,112.4551,5163.620396
Lone Jack,MO,Jackson,38.88836,-94.1486,3443,Rural,Product designer,4,50,45042.86,Divorced,Male,No,10.6054,10,0,0,No,One year,No,No,None,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Bank Transfer(automatic),60.14219,165.0182,5526.132591
Woodbine,KY,Knox,36.85864,-84.0348,1627,Urban,Chief Technology Officer,0,81,24225.45,Divorced,Female,No,10.87091,9,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,No,Electronic Check,47.94936,179.9794,4073.89846
Superior,NE,Nuckolls,40.06335,-98.09144,2153,Suburban,"Geologist, engineering",0,20,11079.6,Married,Female,No,10.24287,4,2,1,No,Month-to-month,Yes,No,None,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Credit Card (automatic),68.22138,152.5022,6097.873428
Slatyfork,WV,Pocahontas,38.39468,-80.15437,158,Rural,Print production planner,5,37,66230.63,Never Married,Male,No,7.477674,11,0,1,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,Yes,No,Yes,Electronic Check,39.97152,137.4392,3710.175331
Canutillo,TX,El Paso,31.93522,-106.5869,10810,Suburban,Chartered legal executive (England and Wales),0,19,15231.39,Separated,Male,No,12.29465,15,3,1,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Credit Card (automatic),64.87596,240.1149,5989.298293
Etlan,VA,Madison,38.53063,-78.28568,271,Suburban,"Scientist, water quality",1,50,22476.44,Separated,Male,No,15.34081,7,2,0,No,One year,Yes,No,None,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Credit Card (automatic),50.53589,172.4733,4580.300146
Cairo,GA,Grady,30.80208,-84.22116,14684,Urban,Colour technologist,0,21,25888.53,Never Married,Female,No,5.448102,12,1,0,No,One year,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Mailed Check,60.95525,149.9741,5739.842827
Secondcreek,WV,Monroe,37.65906,-80.4442,321,Suburban,Publishing rights manager,3,76,41753.09,Married,Male,No,7.838764,18,2,0,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Bank Transfer(automatic),67.21909,265.1283,6255.953775
Lena,IL,Stephenson,42.38352,-89.83554,3876,Rural,"Engineer, building services",4,62,43293.26,Separated,Female,No,11.51007,13,1,0,No,One year,No,No,Fiber Optic,No,No,Yes,No,Yes,No,No,No,Yes,Credit Card (automatic),70.28113,127.4958,5998.410517
Becker,MN,Sherburne,45.43025,-93.83605,10045,Suburban,Pharmacologist,4,22,8214.65,Separated,Male,No,8.549542,12,3,1,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Electronic Check,47.16189,172.4624,4464.887759
Memphis,MI,St. Clair,42.93873,-82.80268,4489,Rural,Hydrologist,5,83,28019.03,Divorced,Female,No,8.312154,15,1,1,No,Month-to-month,No,No,DSL,Yes,No,No,No,No,Yes,Yes,No,Yes,Bank Transfer(automatic),65.2185,129.9483,5998.804194
Flintstone,GA,Walker,34.92436,-85.35312,4646,Rural,Associate Professor,2,51,34919.71,Separated,Male,No,12.52796,10,0,0,Yes,Two Year,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Electronic Check,39.70805,187.4811,4290.116592
Burbank,CA,Los Angeles,34.20451,-118.327,26863,Rural,Private music teacher,1,72,19056.07,Married,Male,No,8.898543,10,0,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Electronic Check,66.33852,204.9634,5883.826226
Fitzhugh,OK,Pontotoc,34.65643,-96.72252,370,Suburban,Proofreader,3,84,16602.2,Never Married,Female,No,11.43794,10,1,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,58.2471,247.6647,5856.498648
Kerrville,TX,Kerr,30.1591,-99.34498,0,Rural,"Geneticist, molecular",1,44,22549.82,Divorced,Male,No,10.97136,19,1,1,Yes,One year,Yes,No,DSL,Yes,No,No,No,No,No,Yes,No,No,Mailed Check,68.4249,117.4392,6308.988621
Broadview Heights,OH,Cuyahoga,41.31914,-81.67871,19361,Rural,Financial trader,3,40,17078.58,Divorced,Female,No,8.935074,10,1,0,No,Month-to-month,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Yes,No,No,Electronic Check,61.16472,129.9621,5826.881326
Rices Landing,PA,Greene,39.94154,-79.98582,1337,Rural,Arboriculturist,3,48,46769.27,Never Married,Female,No,16.42412,11,2,1,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,No,Electronic Check,59.0652,147.4783,5081.322485
Waverly,VA,Sussex,37.05083,-77.21244,3408,Rural,Haematologist,4,89,34534.92,Separated,Female,No,8.571698,13,1,0,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Electronic Check,62.58001,182.4538,5390.61261
Indian Rocks Beach,FL,Pinellas,27.88543,-82.84425,5515,Suburban,Building services engineer,7,24,19228.8,Never Married,Female,No,14.40307,11,0,1,No,One year,Yes,No,None,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Credit Card (automatic),69.0717,162.5299,6286.518729
Greenville,FL,Madison,30.43976,-83.64029,4269,Rural,"Conservation officer, historic buildings",6,61,37028.57,Divorced,Female,No,11.84676,11,1,2,No,Month-to-month,Yes,Yes,None,Yes,No,No,Yes,No,No,No,Yes,No,Bank Transfer(automatic),68.55021,137.4616,6014.752174
Folsom,WV,Wetzel,39.45826,-80.56711,63,Suburban,Oceanographer,1,75,4522.89,Never Married,Male,No,7.256689,15,1,1,No,Month-to-month,No,Yes,None,Yes,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,69.06918,175.1331,6108.111467
Frametown,WV,Braxton,38.65216,-80.87741,1319,Urban,Charity fundraiser,3,84,7878.24,Separated,Male,No,12.02012,8,0,0,No,Two Year,No,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,Yes,Electronic Check,53.89174,159.9349,4729.092575
Marstons Mills,MA,Barnstable,41.67072,-70.41636,6638,Suburban,Learning mentor,0,64,83910.59,Widowed,Female,No,11.16856,11,1,0,No,One year,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,No,No,No,Bank Transfer(automatic),60.1541,124.9643,4882.901543
Smiths Creek,MI,St. Clair,42.94827,-82.56202,9152,Suburban,Event organiser,1,46,20327.16,Divorced,Male,No,11.27511,13,3,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,No,No,No,Bank Transfer(automatic),53.79108,112.4551,4529.292662
Lawrence,MI,Van Buren,42.22107,-86.04889,3817,Rural,"Doctor, general practice",1,73,14181.4,Never Married,Female,No,9.847624,12,2,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Electronic Check,57.16367,265.1283,5333.247037
Miami,FL,Miami-Dade,25.76822,-80.20319,27818,Suburban,Arts development officer,1,69,84009.73,Married,Female,No,8.520277,10,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Mailed Check,63.71108,242.6326,5788.852546
Big Bend,WV,Calhoun,38.96629,-81.13614,635,Rural,Armed forces technical officer,6,61,68395.96,Married,Male,No,13.88653,19,1,0,No,Two Year,No,No,DSL,Yes,Yes,No,No,No,Yes,Yes,No,No,Electronic Check,64.62702,162.4538,6172.259045
Alger,OH,Hardin,40.68519,-83.80944,1973,Suburban,"Psychologist, occupational",1,38,33780.14,Never Married,Female,No,9.622541,14,0,0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes,No,Electronic Check,50.02645,240.1149,4693.998061
Keysville,VA,Prince Edward,37.02831,-78.45023,4127,Rural,Structural engineer,4,85,66183.72,Widowed,Male,No,9.302148,13,1,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Mailed Check,70.67844,245.1457,6553.877499
Bard,NM,Quay,35.13678,-103.1605,46,Urban,Dealer,1,86,7564.31,Divorced,Male,No,9.193075,10,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No,Yes,Credit Card (automatic),69.6864,149.9483,5865.479279
Athol,ID,Kootenai,47.93827,-116.6589,7015,Suburban,"Engineer, civil (contracting)",1,87,27615.28,Divorced,Female,No,12.15309,9,2,0,No,Two Year,Yes,Yes,None,Yes,No,Yes,No,No,No,No,Yes,Yes,Credit Card (automatic),70.74838,117.4835,5936.910583
Springfield,MA,Hampden,42.12129,-72.6055,11582,Suburban,"Designer, blown glass/stained glass",4,26,50930.19,Married,Female,No,6.947436,10,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,No,Bank Transfer(automatic),64.07652,230.1051,5998.967483
Banner,WY,Sheridan,44.60032,-106.7955,796,Suburban,Technical author,4,32,42635.51,Widowed,Female,No,7.974716,12,0,1,No,One year,No,No,DSL,Yes,No,No,No,No,No,Yes,Yes,No,Electronic Check,41.6814,187.6094,4463.792034
Gary,IN,Lake,41.54838,-87.32422,7350,Urban,Early years teacher,6,31,12734.05,Separated,Female,No,7.048181,11,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Bank Transfer(automatic),68.51142,204.961,6257.08697
North Spring,WV,Wyoming,37.55936,-81.83264,487,Urban,Press photographer,2,41,58162.66,Widowed,Female,No,14.78396,15,1,0,No,Month-to-month,No,Yes,None,No,No,No,No,No,Yes,Yes,Yes,Yes,Electronic Check,61.60969,187.6422,5596.424346
Keego Harbor,MI,Oakland,42.61258,-83.338,4839,Suburban,Psychiatric nurse,1,52,28613.3,Married,Female,No,11.51231,20,1,1,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),55.39854,242.6143,5114.637099
Greenock,PA,Allegheny,40.31575,-79.79992,133,Rural,Clinical embryologist,1,65,42953.62,Separated,Male,No,15.44335,12,3,0,No,Month-to-month,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Yes,Yes,No,Mailed Check,71.77654,240.1149,6434.683847
Hunt Valley,MD,Baltimore,39.48719,-76.65794,0,Suburban,"Pharmacist, hospital",1,24,85647.87,Divorced,Female,No,10.33234,11,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,Yes,Credit Card (automatic),71.88568,149.9621,6282.728539
Dayton,WA,Columbia,46.2566,-117.8655,3709,Rural,TEFL teacher,6,81,24835.35,Never Married,Male,No,8.191163,10,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Bank Transfer(automatic),67.99043,207.4811,6218.7988
Moorefield,WV,Hardy,38.99078,-78.97451,6986,Rural,Counselling psychologist,0,30,26412.67,Married,Female,No,11.05068,14,1,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No,Yes,Mailed Check,55.63139,149.9483,4819.60719
Oklahoma City,OK,Oklahoma,35.48196,-97.53683,12683,Rural,Personnel officer,7,25,61257.0,Married,Male,No,10.85703,13,1,0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,No,No,Bank Transfer(automatic),71.12548,159.983,6386.654255
Elysian,MN,Le Sueur,44.22507,-93.70936,1267,Suburban,Microbiologist,2,31,44622.42,Separated,Female,No,8.627751,15,1,1,No,One year,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,No,No,Credit Card (automatic),63.48369,152.4798,5677.324438
Verona,MO,Lawrence,36.91749,-93.79536,2564,Urban,"Nurse, mental health",1,43,65548.03,Married,Female,No,10.05475,15,2,0,No,Month-to-month,No,No,DSL,No,No,No,No,No,Yes,Yes,No,No,Electronic Check,65.13371,129.9483,5999.863942
Bullville,NY,Orange,41.54231,-74.35823,98,Suburban,Audiological scientist,1,39,23441.22,Separated,Female,No,9.44465,12,0,0,No,One year,No,No,DSL,Yes,No,No,No,No,Yes,Yes,Yes,No,Electronic Check,60.77973,200.1185,5917.686828
Memphis,TN,Shelby,35.12278,-89.93396,988,Urban,Hydrologist,7,32,61649.66,Separated,Female,No,11.75848,10,1,0,No,One year,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,No,Bank Transfer(automatic),60.06981,152.4555,5934.44869
Bentonville,VA,Warren,38.81812,-78.27942,1756,Rural,Commercial/residential surveyor,4,65,11404.4,Divorced,Male,No,8.264893,14,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,Yes,Mailed Check,65.61856,169.9447,5761.002305
Enumclaw,WA,King,47.15033,-121.6548,21218,Rural,Hospital doctor,0,70,25213.39,Divorced,Female,No,10.63561,10,1,0,Yes,Month-to-month,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Mailed Check,65.25094,212.6415,6236.771039
Aquilla,TX,Hill,31.82204,-97.24398,1066,Urban,"Engineer, materials",3,40,25977.73,Divorced,Female,No,9.523458,10,1,0,No,Month-to-month,No,No,None,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Mailed Check,53.19577,182.49,4890.236009
New Castle,IN,Henry,39.93024,-85.36908,30010,Suburban,"Engineer, manufacturing",0,27,43778.76,Divorced,Female,No,7.779153,7,0,1,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Electronic Check,54.55457,162.4713,4826.3573
Luck,WI,Polk,45.57001,-92.44633,4179,Suburban,Further education lecturer,1,89,68319.38,Married,Female,No,4.399685,15,2,1,No,One year,No,No,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Bank Transfer(automatic),69.60418,134.9509,5695.706857
Herkimer,NY,Herkimer,43.06186,-74.98873,9827,Rural,"Sales professional, IT",2,75,1785.94,Separated,Female,No,15.1958,13,0,0,No,Month-to-month,No,No,Fiber Optic,No,No,No,Yes,No,No,Yes,Yes,Yes,Mailed Check,70.66353,230.1051,6316.470196
Albers,IL,Clinton,38.50942,-89.60739,1907,Rural,Broadcast journalist,7,31,30153.27,Married,Male,No,11.59084,10,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Credit Card (automatic),55.31399,242.6143,5408.322311
Raleigh,NC,Wake,35.79067,-78.65459,5490,Urban,Editorial assistant,0,35,15393.51,Married,Female,No,11.82966,15,3,1,No,One year,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,No,Yes,No,Electronic Check,59.8036,172.4555,5273.813487
Garland,KS,Bourbon,37.71754,-94.66124,177,Urban,Risk manager,2,87,28749.22,Married,Male,No,13.88509,6,1,1,No,Two Year,No,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,No,No,Mailed Check,44.59709,137.4392,3832.898347
Homer,NE,Dakota,42.32171,-96.45024,737,Rural,Theme park manager,0,86,35557.53,Married,Female,No,12.25736,10,1,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,Yes,No,No,Yes,No,Electronic Check,63.30112,162.4608,5816.619375
Kingsport,TN,Sullivan,36.51332,-82.50568,26838,Rural,Health physicist,1,69,21963.27,Widowed,Female,No,5.218632,18,1,1,Yes,Month-to-month,No,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Credit Card (automatic),65.66053,202.6362,6294.452513
Granville,IA,Sioux,42.97695,-95.85,674,Suburban,Tourism officer,1,89,22049.22,Divorced,Male,No,8.332089,12,1,2,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Bank Transfer(automatic),69.59174,204.9496,6013.828131
Marblemount,WA,Skagit,48.44343,-121.3163,346,Urban,"Engineer, maintenance (IT)",3,21,31881.36,Married,Male,Yes,9.900113,17,1,0,No,Two Year,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),56.82842,267.6427,6012.6506
Dixon,CA,Solano,38.40974,-121.7529,21854,Urban,TEFL teacher,0,65,31896.6,Married,Male,No,9.627499,10,0,1,Yes,Two Year,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Mailed Check,64.82387,212.6415,6265.224971
Buda,IL,Bureau,41.29609,-89.67417,885,Urban,Communications engineer,1,22,10588.62,Separated,Male,No,10.43871,10,4,0,No,Two Year,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit Card (automatic),64.64639,257.6549,6178.148263
